_PK,_ENT,_OPT,ALARMENABLED,ALARMTYPERAW,ANALYSISALGORITHMRAW,AUDIORECORDINGENABLED,AUTOMATICSESSION,GROSSMOTIONSINSESSION,ISEDITED,ISNAP,NAPTYPERAW,NUMBEROFAWAKENINGS,NUMBEROFSNOOZES,PHYSICALACTIVITYORIGIN,PRODUCEDBYAPPLEWATCH,SLEEPAIDENABLED,SLEEPTRACKINGMETHODRAW,SYNCEDTORUNKEEPER,USEDAPPLEWATCH,WAKEUPMOOD,DURATION,ENDTIME,FATIGUE,SLEEPQUALITY,SMARTWAKEUPDURATION,STARTTIME,TIMEAWAKE,TIMEAWAKEUNTILSTOPPING,TIMEINDEEPSLEEP,TIMEINLIGHTSLEEP,TIMEINREMSLEEP,TIMETOSLEEP,SOURCEID,UNIQUEIDENTIFIER,ENDTIMEBEFOREEDIT,STARTTIMEBEFOREEDIT
365.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,-1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2025-02-18 16:17:01.743629,0.0,0.629999995231628,0.0,2025-02-18 14:16:29.493629,2400.0,0.0,480.0,3780.0,600.0,0.0,3.0,,,
366.0,6.0,35.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,3.0,0.0,2025-02-19 12:00:48.122831,0.0,0.850000023841858,0.0,2025-02-19 03:54:37.985072,4020.0,2670.11046886444,10380.0,8220.0,6540.0,1342.58015930653,3.0,6.0,,
367.0,6.0,33.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,-1.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,3.0,0.0,2025-02-20 13:33:12.674861,0.0,0.579999983310699,0.0,2025-02-20 05:53:14.412403,8100.0,1971.70596623421,3000.0,9420.0,7020.0,1674.62766480446,3.0,,,
368.0,6.0,34.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2025-02-21 12:14:54.588754,0.0,0.529999971389771,0.0,2025-02-21 03:44:55.327587,900.0,-3.79085540771484,22500.0,6300.0,900.0,900.000272035599,3.0,76.0,,
377.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2025-02-22 10:02:39.735056,0.0,0.879999995231628,0.0,2025-02-22 04:02:13.864128,840.0,0.0,9600.0,6120.0,5100.0,0.0,3.0,,,
378.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,-1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2025-02-23 16:10:49.521083,0.0,0.810000002384186,0.0,2025-02-23 06:46:27.087391,1800.0,0.0,4440.0,14460.0,13140.0,0.0,3.0,3.0,,
379.0,6.0,22.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,3.0,0.0,2025-02-24 11:48:08.410692,0.0,0.419999986886978,0.0,2025-02-24 06:57:19.635765,3840.0,814.742256045341,1680.0,8340.0,3540.0,3046.96146869659,3.0,0.0,,
380.0,6.0,47.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-02-25 14:11:10.024707,0.0,0.839999973773956,0.0,2025-02-25 02:53:56.853234,6780.0,0.0,8160.0,15060.0,10620.0,4064.98382282257,3.0,38368.0,762185470.024707,762144836.853234
381.0,6.0,29.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,-1.0,3.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,3.0,0.0,2025-02-26 11:19:39.857500,0.0,0.370000004768372,0.0,2025-02-26 04:40:30.832610,8400.0,1967.92387831211,2880.0,8460.0,4200.0,3140.44168162346,3.0,,,
382.0,6.0,52.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,-1.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-02-27 14:58:20.115065,0.0,0.769999980926514,0.0,2025-02-27 02:23:40.603454,10260.0,798.73079097271,6540.0,15060.0,13440.0,3417.16044270992,3.0,,,
383.0,6.0,47.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,0.0,-1.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-02-28 15:33:55.368053,0.0,0.670000016689301,0.0,2025-02-28 04:14:48.819588,11280.0,233.946336984634,4200.0,15540.0,9720.0,7321.62506020069,3.0,,,
384.0,6.0,32.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,-1.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,3.0,0.0,2025-03-01 11:34:51.722689,0.0,0.430000007152557,0.0,2025-03-01 04:09:12.027505,9300.0,984.298645138741,840.0,9180.0,7380.0,3961.72646200657,3.0,,,
385.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2025-03-01 17:00:50.872829,0.0,0.490000009536743,0.0,2025-03-01 14:30:34.513789,3840.0,0.0,0.0,5220.0,0.0,0.0,3.0,3.0,,
386.0,6.0,31.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,-1.0,3.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-03-02 17:36:17.975669,0.0,0.75,0.0,2025-03-02 07:26:57.757448,8880.0,376.751814961433,5640.0,11700.0,10320.0,274.089927196503,3.0,2.0,,
387.0,6.0,31.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-03-03 12:07:56.161370,0.0,0.490000009536743,0.0,2025-03-03 04:37:56.809371,9780.0,2937.25289571285,3300.0,8640.0,5280.0,6822.47022533417,3.0,8.0,762696476.16137,762669476.809371
390.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2025-03-03 16:57:47.282661,0.0,0.629999995231628,0.0,2025-03-03 13:49:21.548328,660.0,0.0,3060.0,4740.0,2820.0,0.0,3.0,,,
391.0,6.0,47.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,-1.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-03-04 14:56:27.070239,0.0,0.720000028610229,0.0,2025-03-04 03:35:25.130414,8760.0,1380.49878263474,5160.0,15900.0,11040.0,4244.10329520702,3.0,4.0,,
392.0,6.0,33.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,3.0,0.0,2025-03-05 12:34:22.167325,0.0,0.730000019073486,0.0,2025-03-05 05:03:48.819998,5580.0,1685.5059325695,6300.0,6300.0,8880.0,1072.27382850647,3.0,2932.0,,
393.0,6.0,32.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-03-06 15:22:02.689966,0.0,0.529999971389771,0.0,2025-03-06 07:37:03.310156,8880.0,239.393671989441,1680.0,10260.0,7800.0,8633.03253948689,3.0,55.0,,
394.0,6.0,25.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,4.0,0.0,2025-03-07 11:04:18.557046,0.0,0.370000004768372,0.0,2025-03-07 05:22:23.183607,6420.0,255.554317951202,3240.0,3660.0,7200.0,6138.08787417412,3.0,7.0,,
395.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2025-03-07 19:40:54.260455,0.0,0.810000002384186,0.0,2025-03-07 18:19:26.510455,0.0,0.0,600.0,2760.0,1560.0,0.0,3.0,8.0,,
396.0,6.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-03-08 11:54:14.161775,0.0,0.46000000834465,0.0,2025-03-08 06:37:41.947507,3900.0,507.715223908424,1800.0,5100.0,8220.0,1647.00090265274,3.0,91.0,763127654.161775,763108661.947507
397.0,6.0,42.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-03-09 12:55:02.528599,0.0,0.810000002384186,0.0,2025-03-09 02:53:47.020800,3780.0,601.063606023788,5400.0,12600.0,14280.0,1296.81157124043,3.0,,,
398.0,6.0,44.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,-1.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-03-10 13:51:26.456713,0.0,0.829999983310699,0.0,2025-03-10 03:16:43.256611,7200.0,385.128137946129,7140.0,12300.0,11400.0,4578.81278669834,3.0,8.0,,
399.0,6.0,44.0,0.0,0.0,0.0,1.0,0.0,28.0,0.0,0.0,-1.0,3.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-03-11 14:18:36.222912,0.0,0.629999995231628,0.0,2025-03-11 03:43:18.749949,13080.0,214.826439023018,4140.0,11220.0,9720.0,1964.69807291031,3.0,,,
400.0,6.0,29.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2025-03-12 09:47:23.857690,0.0,0.620000004768372,0.0,2025-03-12 02:32:24.501145,900.0,-4.05311584472656,14400.0,9900.0,900.0,900.000419974327,3.0,566968.0,,
401.0,6.0,43.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-03-13 14:35:54.572537,0.0,0.75,0.0,2025-03-13 04:09:43.066749,8760.0,353.221019983292,5160.0,11940.0,11700.0,6669.73610115051,3.0,5.0,,
402.0,6.0,33.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,-1.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-03-14 10:34:58.569255,0.0,0.569999992847443,0.0,2025-03-14 02:44:46.598122,7800.0,297.182600975037,780.0,10920.0,8760.0,4698.35547029972,3.0,533.0,,
403.0,6.0,31.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,-1.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-03-15 11:14:16.684090,0.0,0.689999997615814,0.0,2025-03-15 03:49:44.843394,5160.0,855.032873034477,1920.0,13080.0,6540.0,752.385003447533,3.0,,,
404.0,6.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-03-16 04:06:25.958990,0.0,0.0,0.0,2025-03-16 03:45:16.345449,1260.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,,
405.0,6.0,21.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-03-16 09:29:00.431994,0.0,0.419999986886978,0.0,2025-03-16 04:29:00.922505,4140.0,151.407107949257,1920.0,7320.0,4860.0,2784.16213750839,3.0,79.0,,
407.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2025-03-16 16:33:04.345082,0.0,0.75,0.0,2025-03-16 14:35:42.845082,1680.0,0.0,1500.0,3240.0,600.0,0.0,3.0,7.0,,
408.0,6.0,29.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2025-03-17 10:42:38.279285,0.0,0.370000004768372,0.0,2025-03-17 03:27:39.719217,9000.0,-0.00645601749420166,8100.0,8100.0,900.0,2700.0003080368,3.0,5.0,,
409.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,-1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2025-03-17 02:27:27.968349,0.0,0.680000007152557,0.0,2025-03-17 00:05:19.218349,1740.0,0.0,900.0,3480.0,2400.0,0.0,3.0,,,
410.0,6.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2025-03-18 09:25:15.961740,0.0,0.589999973773956,0.0,2025-03-18 04:55:16.506067,900.0,-5.96046447753906,9000.0,5400.0,900.0,900.000270962715,3.0,41.0,,
411.0,6.0,45.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,-1.0,3.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-03-20 12:55:31.756027,0.0,0.670000016689301,0.0,2025-03-20 01:59:05.406249,10020.0,630.326161026955,4860.0,13020.0,11580.0,1048.98469424248,3.0,3.0,,
412.0,6.0,38.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,-1.0,3.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-03-21 11:12:00.311245,0.0,0.579999983310699,0.0,2025-03-21 02:09:49.825394,8640.0,718.868764042854,1800.0,10800.0,11280.0,331.682743787766,3.0,9.0,,
413.0,6.0,37.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,2025-03-22 15:03:08.547384,0.0,0.699999988079071,0.0,2025-03-22 06:20:17.801243,7320.0,187.124346017838,3540.0,11220.0,9240.0,3434.03580617905,3.0,,,
421.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,-1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2025-03-23 11:55:28.860187,0.0,0.629999995231628,0.0,2025-03-23 06:05:50.485187,3600.0,0.0,3900.0,8040.0,5460.0,0.0,3.0,,,
422.0,6.0,42.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,2025-03-24 14:29:28.215810,0.0,0.720000028610229,0.0,2025-03-24 04:33:48.982993,8040.0,2461.24612724781,4140.0,12720.0,10860.0,4448.9994790554,3.0,,,
423.0,6.0,43.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,-1.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-03-25 14:25:44.077889,0.0,0.730000019073486,0.0,2025-03-25 03:59:57.568496,6840.0,642.729882001877,4140.0,15480.0,11160.0,3633.41178417206,3.0,4.0,,
424.0,6.0,44.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-03-26 14:57:43.025365,0.0,0.0,0.0,2025-03-26 04:16:23.479656,38460.0,0.0,0.0,0.0,0.0,0.0,3.0,,,
425.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2025-03-26 23:55:12.973229,0.0,0.839999973773956,0.0,2025-03-26 23:22:56.973229,0.0,0.0,1200.0,720.0,0.0,0.0,3.0,,,
426.0,6.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-03-27 10:23:59.878642,0.0,0.860000014305115,0.0,2025-03-27 04:12:41.131062,840.0,538.486385941505,6900.0,6720.0,7860.0,307.069635033607,3.0,42839.0,,
433.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2025-03-27 14:15:08.930630,0.0,0.850000023841858,0.0,2025-03-27 12:20:37.555630,0.0,0.0,2880.0,2160.0,1860.0,0.0,3.0,,,
458.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,-1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2025-03-28 11:32:14.787641,0.0,0.850000023841858,0.0,2025-03-28 03:50:02.213394,3000.0,0.0,5820.0,10080.0,8820.0,0.0,3.0,,,
459.0,6.0,25.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-03-29 15:08:57.152962,0.0,0.479999989271164,0.0,2025-03-29 09:20:56.007801,6000.0,535.651139974594,2760.0,5460.0,6660.0,4588.82392919064,3.0,,,
460.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2025-03-30 02:20:11.348885,0.0,0.810000002384186,0.0,2025-03-30 01:42:31.723885,0.0,0.0,900.0,1380.0,0.0,0.0,3.0,,,
461.0,6.0,29.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-03-30 11:09:16.317568,0.0,0.810000002384186,0.0,2025-03-30 04:12:58.868702,2520.0,1235.19164443016,3840.0,8400.0,10200.0,1283.44717621803,3.0,8.0,,
462.0,6.0,31.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-03-31 12:50:21.760876,0.0,0.860000014305115,0.0,2025-03-31 05:36:51.313530,3180.0,0.0,6300.0,8760.0,7800.0,493.896678924561,3.0,,765118221.760876,765092211.31353
463.0,6.0,42.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-04-01 14:49:01.461402,0.0,0.810000002384186,0.0,2025-04-01 04:34:02.284372,4140.0,0.0,5880.0,12600.0,14340.0,2459.55097997189,3.0,11.0,765211741.461402,765174842.284372
464.0,6.0,29.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-04-03 14:26:40.655370,0.0,0.579999983310699,0.0,2025-04-03 07:29:06.934988,6480.0,699.374039053917,2040.0,8040.0,8520.0,3017.95447051525,3.0,74.0,,
465.0,6.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2025-04-04 11:54:57.812423,0.0,0.560000002384186,0.0,2025-04-04 05:09:58.454784,900.0,-5.96046447753906,13500.0,5400.0,4500.0,900.000393986702,3.0,,,
466.0,6.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,4.0,0.0,2025-04-05 11:55:35.679854,0.0,0.589999973773956,0.0,2025-04-05 06:36:58.555299,2040.0,1529.05571389198,5640.0,3300.0,8220.0,490.317369222641,3.0,,765546935.679854,765527818.555299
467.0,6.0,30.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-04-07 10:30:52.897450,0.0,0.790000021457672,0.0,2025-04-07 03:31:29.726706,3900.0,1687.2807598114,5640.0,8160.0,7440.0,1047.48352861404,3.0,767.0,,
469.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2025-04-07 23:34:06.480111,0.0,0.879999995231628,0.0,2025-04-07 22:00:10.746072,0.0,0.0,1740.0,2220.0,1740.0,0.0,3.0,4.0,,
470.0,6.0,34.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,-1.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-04-08 10:45:01.426847,0.0,0.75,0.0,2025-04-08 00:03:54.355111,7920.0,1742.6170706749,7680.0,13980.0,8880.0,0.0,3.0,363438.0,,
471.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2025-04-08 16:11:43.796920,0.0,0.899999976158142,0.0,2025-04-08 15:07:27.920242,0.0,0.0,1620.0,1560.0,660.0,0.0,3.0,,,
472.0,6.0,44.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,-1.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-04-09 12:05:30.416710,0.0,0.720000028610229,0.0,2025-04-09 01:40:28.610853,12840.0,329.101178050041,6480.0,8820.0,9420.0,285.049617052078,3.0,78.0,,
473.0,6.0,33.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-04-10 10:19:35.106818,0.0,0.850000023841858,0.0,2025-04-10 02:23:40.770890,2400.0,900.528869628906,4800.0,11940.0,9420.0,668.798303842545,3.0,,,
474.0,6.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-04-11 09:57:00.291093,0.0,0.400000005960464,0.0,2025-04-11 03:12:00.829931,8760.0,0.0,4380.0,4080.0,7140.0,7427.9757860899,3.0,87.0,766058220.291093,766033920.829931
475.0,6.0,34.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-04-12 11:15:00.644278,0.0,0.810000002384186,0.0,2025-04-12 02:57:25.625413,3180.0,1831.82260298729,9960.0,7980.0,9720.0,1134.25474762917,3.0,,,
476.0,6.0,34.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-04-13 13:37:40.969498,0.0,0.810000002384186,0.0,2025-04-13 05:27:50.236520,2700.0,459.519513964653,10680.0,6540.0,9480.0,286.018285155296,3.0,194138.0,,
477.0,6.0,18.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,2025-04-14 10:54:04.688291,0.0,0.529999971389771,0.0,2025-04-14 06:57:29.892816,2220.0,1081.51769971848,2760.0,4560.0,4620.0,1158.25416433811,3.0,,,
478.0,6.0,30.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,2025-04-16 11:08:51.340803,0.0,0.850000023841858,0.0,2025-04-16 04:20:06.238002,3000.0,530.001989006996,6360.0,9660.0,5460.0,1574.98998558521,3.0,,,
479.0,6.0,43.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2025-04-17 12:43:33.914655,0.0,0.589999973773956,0.0,2025-04-17 01:58:34.643458,900.0,-7.03334808349609,25200.0,8100.0,4500.0,900.000264048576,3.0,,,
480.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2025-04-05 02:09:29.383268,0.0,0.699999988079071,0.0,2025-04-05 01:36:10.883268,0.0,0.0,1980.0,0.0,0.0,0.0,3.0,,,
481.0,6.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-04-18 02:08:26.411502,0.0,0.0,0.0,2025-04-18 01:33:06.125410,2100.0,0.0,0.0,0.0,0.0,0.0,3.0,,,
482.0,6.0,44.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,-1.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-04-18 12:43:15.617290,0.0,0.740000009536743,0.0,2025-04-18 02:08:35.845064,7320.0,1473.25644981861,4560.0,15540.0,10620.0,2221.0401160717,3.0,807.0,,
483.0,6.0,33.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,-1.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-04-19 11:55:33.393082,0.0,0.699999988079071,0.0,2025-04-19 04:04:27.205908,6420.0,631.923588037491,2880.0,8100.0,10860.0,1570.33487546444,3.0,,,
484.0,6.0,49.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-04-20 14:50:43.992801,0.0,0.829999983310699,0.0,2025-04-20 03:10:10.705106,7080.0,342.62966799736,8280.0,12420.0,14280.0,6747.23471033573,3.0,9713.0,,
485.0,6.0,37.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,-1.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-04-21 12:02:06.860770,0.0,0.689999997615814,0.0,2025-04-21 03:07:58.806324,8100.0,1422.4119540453,4320.0,11760.0,7860.0,2454.05994009972,3.0,92242.0,,
486.0,6.0,47.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-04-22 13:29:44.863603,0.0,0.800000011920929,0.0,2025-04-22 01:59:45.684502,9240.0,0.0,8760.0,11820.0,11640.0,7563.75932025909,3.0,4.0,767021384.863603,766979985.684502
487.0,6.0,32.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-04-23 10:04:58.695229,0.0,0.699999988079071,0.0,2025-04-23 02:33:16.966232,5520.0,297.341318011284,3420.0,9900.0,8280.0,2774.46205174923,3.0,443.0,,
488.0,6.0,38.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,-1.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-04-24 11:26:09.558460,0.0,0.740000009536743,0.0,2025-04-24 02:15:23.665285,8100.0,668.244210958481,4680.0,8520.0,11760.0,4503.93312704563,3.0,,,
