_PK,_ENT,_OPT,ALARMENABLED,ALARMTYPERAW,ANALYSISALGORITHMRAW,AUDIORECORDINGENABLED,AUTOMATICSESSION,GROSSMOTIONSINSESSION,ISEDITED,ISNAP,NAPTYPERAW,NUMBEROFAWAKENINGS,NUMBEROFSNOOZES,PHYSICALACTIVITYORIGIN,PRODUCEDBYAPPLEWATCH,SLEEPAIDENABLED,SLEEPTRACKINGMETHODRAW,SYNCEDTORUNKEEPER,USEDAPPLEWATCH,WAKEUPMOOD,DURATION,ENDTIME,FATIGUE,SLEEPQUALITY,SMARTWAKEUPDURATION,STARTTIME,TIMEAWAKE,TIMEAWAKEUNTILSTOPPING,TIMEINDEEPSLEEP,TIMEINLIGHTSLEEP,TIMEINREMSLEEP,TIMETOSLEEP,SOURCEID,UNIQUEIDENTIFIER,ENDTIMEBEFOREEDIT,STARTTIMEBEFOREEDIT
225.0,6.0,27.0,1.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,3.0,0.0,2024-12-21 14:44:53.026002,0.0,0.850000023841858,0.0,2024-12-21 06:11:18.584150,3000.0,0.0,5100.0,13500.0,9240.0,2036.67756950855,3.0,4.0,,
226.0,6.0,30.0,1.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,3.0,0.0,2024-12-23 12:16:18.215930,0.0,0.790000021457672,0.0,2024-12-23 05:24:23.030280,4200.0,77.7560629844666,6120.0,7920.0,6480.0,1409.78033590317,3.0,,,
230.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2024-12-23 19:16:29.599312,0.0,0.620000004768372,0.0,2024-12-23 14:22:08.226394,2100.0,0.0,3540.0,6900.0,5160.0,0.0,3.0,9.0,,
231.0,6.0,28.0,1.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2024-12-24 12:00:06.783947,0.0,0.419999986886978,0.0,2024-12-24 05:35:38.213962,8520.0,2533.03148055077,6240.0,4560.0,3780.0,5999.19499957561,3.0,,,
233.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2024-12-24 15:35:00.291930,0.0,0.790000021457672,0.0,2024-12-24 14:49:46.540206,0.0,0.0,1440.0,660.0,600.0,0.0,3.0,,,
234.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2024-12-25 13:10:32.873645,0.0,0.769999980926514,0.0,2024-12-25 08:35:52.869976,0.0,0.0,5220.0,5460.0,5820.0,0.0,3.0,,,
235.0,6.0,36.0,1.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,-1.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,4.0,0.0,2024-12-26 11:04:36.590529,0.0,0.839999973773956,0.0,2024-12-26 02:36:45.090779,5160.0,1036.61917412281,6120.0,11340.0,7920.0,1456.42147445679,3.0,1.0,,
237.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2024-12-27 01:44:15.813197,0.0,0.740000009536743,0.0,2024-12-27 01:10:28.813197,0.0,0.0,1680.0,360.0,0.0,0.0,3.0,,,
238.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2024-12-27 16:26:55.286553,0.0,0.889999985694885,0.0,2024-12-27 05:37:14.785211,720.0,0.0,7380.0,17640.0,13320.0,0.0,3.0,,,
240.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2024-12-27 22:45:00.536765,0.0,0.620000004768372,0.0,2024-12-27 18:41:18.659443,840.0,0.0,4320.0,6060.0,3360.0,0.0,3.0,9.0,,
241.0,6.0,26.0,1.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,-1.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2024-12-28 12:00:07.016559,0.0,0.360000014305115,0.0,2024-12-28 05:47:32.232555,8700.0,558.09988951683,2520.0,5520.0,5700.0,871.073177576065,3.0,,,
242.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2024-12-28 22:59:37.796479,0.0,0.810000002384186,0.0,2024-12-28 20:10:52.296479,840.0,0.0,1920.0,4260.0,3120.0,0.0,3.0,8612.0,,
243.0,6.0,27.0,1.0,0.0,0.0,1.0,0.0,22.0,0.0,0.0,-1.0,4.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,4.0,0.0,2024-12-29 15:59:30.192131,0.0,0.689999997615814,0.0,2024-12-29 05:28:13.839124,6720.0,0.0,2460.0,19140.0,9060.0,1165.97847318649,3.0,15.0,,
244.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2024-12-29 19:50:13.191815,0.0,0.810000002384186,0.0,2024-12-29 19:06:17.941815,0.0,0.0,1020.0,1620.0,0.0,0.0,3.0,,,
260.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,-1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2024-12-30 13:19:03.032634,0.0,0.569999992847443,0.0,2024-12-30 08:34:27.906341,1440.0,0.0,1740.0,10020.0,3840.0,0.0,3.0,55.0,,
266.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2024-12-30 16:49:06.157634,0.0,0.910000026226044,0.0,2024-12-30 15:33:48.532634,0.0,0.0,1380.0,2580.0,600.0,0.0,3.0,99.0,,
267.0,6.0,32.0,1.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2024-12-31 11:03:08.164356,0.0,0.670000016689301,0.0,2024-12-31 03:18:08.801630,153780.0,150201.849506974,4980.0,8460.0,8940.0,2778.7026219368,3.0,5.0,,
268.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2024-12-31 02:27:05.043874,0.0,0.769999980926514,0.0,2024-12-31 01:55:39.657773,0.0,0.0,1440.0,420.0,0.0,0.0,3.0,160.0,,
269.0,6.0,37.0,1.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,-1.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-01-02 15:10:44.182825,0.0,0.769999980926514,0.0,2025-01-02 04:19:16.882928,7440.0,0.0,5400.0,14400.0,11820.0,840.266372799873,3.0,13.0,,
270.0,6.0,33.0,1.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,-1.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,3.0,0.0,2025-01-03 12:25:09.231208,0.0,0.699999988079071,0.0,2025-01-03 04:41:33.423813,7320.0,1508.8584009409,4020.0,7740.0,8760.0,1186.9660577774,3.0,,,
271.0,6.0,35.0,1.0,0.0,0.0,1.0,0.0,30.0,0.0,0.0,-1.0,5.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,3.0,0.0,2025-01-04 15:37:00.055420,0.0,0.639999985694885,0.0,2025-01-04 05:13:50.046241,7140.0,0.0,1800.0,19200.0,9120.0,995.509615898132,3.0,5.0,,
272.0,6.0,25.0,1.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-01-05 12:00:17.046503,0.0,0.639999985694885,0.0,2025-01-05 06:00:40.400551,4560.0,15.6100360155106,5400.0,6660.0,4980.0,2018.88349795341,3.0,1.0,,
273.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2025-01-06 16:45:20.894704,0.0,0.769999980926514,0.0,2025-01-06 16:06:47.756774,0.0,0.0,1800.0,540.0,0.0,0.0,3.0,80.0,,
274.0,6.0,38.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,-1.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,3.0,0.0,2025-01-07 12:32:51.901636,0.0,0.839999973773956,0.0,2025-01-07 03:47:26.501196,4320.0,172.017400026321,5160.0,13920.0,8160.0,1044.60753440857,3.0,,,
275.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2025-01-07 17:55:29.023960,0.0,0.839999973773956,0.0,2025-01-07 16:36:37.273960,0.0,0.0,1860.0,2880.0,0.0,0.0,3.0,4861604.0,,
276.0,6.0,31.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,3.0,0.0,2025-01-08 11:16:27.525964,0.0,0.860000014305115,0.0,2025-01-08 04:10:16.892452,2340.0,830.482982039452,5400.0,7260.0,10620.0,1482.02405226231,3.0,47922.0,758027787.525964,758002216.892452
282.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,2025-01-09 14:10:21.903928,0.0,0.930000007152557,0.0,2025-01-09 08:21:10.153928,900.0,0.0,5640.0,8340.0,6060.0,0.0,3.0,,,
283.0,6.0,34.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,-1.0,3.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,2025-01-10 16:01:35.294313,0.0,0.689999997615814,0.0,2025-01-10 07:27:20.013371,8340.0,0.0,4680.0,9780.0,7680.0,6506.53094172478,3.0,4.0,,
284.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2025-01-12 00:05:06.466116,0.0,0.519999980926514,0.0,2025-01-11 21:22:52.216116,3480.0,0.0,420.0,3480.0,2340.0,0.0,3.0,,,
285.0,6.0,46.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,-1.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,4.0,0.0,2025-01-12 15:17:33.138723,0.0,0.910000026226044,0.0,2025-01-12 04:27:53.002360,1620.0,153.242213010788,7860.0,18060.0,11460.0,148.289458870888,3.0,,,
286.0,6.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-01-13 04:30:54.036237,0.0,0.0,0.0,2025-01-13 04:11:28.412033,1140.0,0.0,0.0,0.0,0.0,0.0,3.0,98.0,,
287.0,6.0,39.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,-1.0,3.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-01-13 14:05:17.126772,0.0,0.800000011920929,0.0,2025-01-13 04:49:29.046600,5400.0,315.842695951462,7620.0,13140.0,7200.0,1945.2852896452,3.0,48892244.0,,
288.0,6.0,32.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,2025-01-14 15:05:30.757872,0.0,0.889999985694885,0.0,2025-01-14 07:45:54.641729,2100.0,329.104478955269,5700.0,10740.0,7860.0,1755.71554040909,3.0,748231.0,,
289.0,6.0,9.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-01-16 05:45:33.578517,0.0,0.0,0.0,2025-01-16 03:54:51.022364,6660.0,0.0,0.0,0.0,0.0,0.0,3.0,76.0,,
290.0,6.0,26.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,-1.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,3.0,0.0,2025-01-16 11:52:21.663526,0.0,0.519999980926514,0.0,2025-01-16 05:58:46.908497,5160.0,440.202873945236,2940.0,8880.0,4260.0,1122.02316880226,3.0,4.0,,
291.0,6.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-01-17 15:16:27.559246,0.0,0.829999983310699,0.0,2025-01-17 09:00:09.808833,1920.0,0.0,3840.0,10500.0,6240.0,0.0,3.0,7.0,758819787.559246,758797209.808833
292.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2025-01-17 22:02:33.873336,0.0,0.839999973773956,0.0,2025-01-17 21:19:47.748336,0.0,0.0,1200.0,780.0,600.0,0.0,3.0,,,
293.0,6.0,35.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,-1.0,3.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,4.0,0.0,2025-01-19 13:31:36.038257,0.0,0.569999992847443,0.0,2025-01-19 05:27:00.011692,7260.0,94.5397369861603,780.0,14160.0,6840.0,1208.68552625179,3.0,103.0,,
294.0,6.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,2025-01-20 11:39:04.024320,0.0,0.379999995231628,0.0,2025-01-20 06:21:02.304975,4500.0,-0.00995099544525146,900.0,10080.0,3600.0,3600.00041997433,3.0,13845.0,,
295.0,6.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-01-21 05:04:39.159692,0.0,0.0,0.0,2025-01-21 04:47:12.234101,1020.0,0.0,0.0,0.0,0.0,0.0,3.0,490.0,759128679.159692,759127632.234101
296.0,6.0,40.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,3.0,0.0,2025-01-21 14:32:02.553089,0.0,0.850000023841858,0.0,2025-01-21 05:06:14.525549,3720.0,120.078542947769,6480.0,11400.0,12300.0,1642.49251365662,3.0,,,
297.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2025-01-22 11:01:43.198718,0.0,0.889999985694885,0.0,2025-01-22 02:06:29.681780,0.0,0.0,6180.0,15420.0,10500.0,0.0,3.0,,,
298.0,6.0,21.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,4.0,0.0,2025-01-23 11:26:36.694283,0.0,0.439999997615814,0.0,2025-01-23 06:49:06.773844,4140.0,695.28694999218,1800.0,7200.0,3540.0,1625.48084247112,3.0,2.0,,
299.0,6.0,32.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,3.0,0.0,2025-01-24 11:01:32.748885,0.0,0.779999971389771,0.0,2025-01-24 03:38:17.290731,5040.0,990.121999025345,4920.0,10260.0,6360.0,414.813988804817,3.0,6908953.0,,
300.0,6.0,38.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,3.0,0.0,2025-01-25 15:25:02.977383,0.0,0.689999997615814,0.0,2025-01-25 06:29:30.281833,7980.0,601.796493053436,3600.0,12960.0,7620.0,1023.70729911327,3.0,9077.0,,
301.0,6.0,37.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-01-26 16:20:28.755532,0.0,0.720000028610229,0.0,2025-01-26 07:26:45.939995,6000.0,327.391141057014,2400.0,12600.0,10980.0,3076.3023198843,3.0,179.0,,
302.0,6.0,41.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,-1.0,5.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,2025-01-27 15:25:23.897635,0.0,0.620000004768372,0.0,2025-01-27 05:43:09.288115,8760.0,622.535447001457,4080.0,13620.0,8460.0,1182.48232400417,3.0,71555.0,,
303.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2025-01-27 21:52:28.584993,0.0,0.629999995231628,0.0,2025-01-27 20:36:21.584993,1140.0,0.0,300.0,2220.0,900.0,0.0,3.0,2.0,,
304.0,6.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-01-28 06:37:48.386860,0.0,0.0,0.0,2025-01-28 04:22:48.735819,8100.0,0.0,0.0,0.0,0.0,0.0,3.0,,759739068.38686,759730968.735819
305.0,6.0,19.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,-1.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,3.0,0.0,2025-01-28 11:27:42.665946,0.0,0.46000000834465,0.0,2025-01-28 07:27:10.571818,3720.0,761.374547958374,2640.0,5460.0,2640.0,1134.2611066103,3.0,1.0,,
308.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2025-01-29 11:00:35.312504,0.0,0.699999988079071,0.0,2025-01-29 06:05:44.427968,1080.0,0.0,5820.0,4980.0,5820.0,0.0,3.0,10190869.0,,
309.0,6.0,42.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,-1.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,2025-01-30 14:24:44.679198,0.0,0.730000019073486,0.0,2025-01-30 04:31:32.395237,6120.0,583.31765794754,3360.0,16440.0,9660.0,1019.30006110668,3.0,,,
310.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2025-01-30 23:15:41.333028,0.0,0.730000019073486,0.0,2025-01-30 22:37:32.706350,0.0,0.0,0.0,2280.0,0.0,0.0,3.0,,,
323.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,-1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2025-01-31 12:41:15.912174,0.0,0.800000011920929,0.0,2025-01-31 04:51:55.280599,3480.0,0.0,9000.0,11220.0,4440.0,0.0,3.0,,,
324.0,6.0,35.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,-1.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-02-01 15:51:49.135795,0.0,0.790000021457672,0.0,2025-02-01 07:36:16.574137,2760.0,407.771499991417,2640.0,14820.0,9480.0,660.825259327888,3.0,,,
325.0,6.0,26.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,4.0,0.0,2025-02-02 12:17:50.549334,0.0,0.529999971389771,0.0,2025-02-02 06:32:22.049647,4620.0,1863.78565001488,4320.0,5040.0,6720.0,997.595010042191,3.0,822.0,,
326.0,6.0,7.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-02-03 05:41:07.666452,0.0,0.0,0.0,2025-02-03 04:26:03.545543,4500.0,0.0,0.0,0.0,0.0,0.0,3.0,90.0,,
327.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,-1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2025-02-03 10:49:23.698374,0.0,0.670000016689301,0.0,2025-02-03 08:51:45.698374,2640.0,0.0,2040.0,1740.0,600.0,0.0,3.0,4.0,,
331.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,-1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2025-02-03 18:01:14.952395,0.0,0.699999988079071,0.0,2025-02-03 11:50:42.823374,3600.0,0.0,4440.0,10740.0,3480.0,0.0,3.0,38.0,,
332.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2025-02-04 01:56:59.572791,0.0,0.810000002384186,0.0,2025-02-04 01:22:09.572791,0.0,0.0,1440.0,660.0,0.0,0.0,3.0,5.0,,
333.0,6.0,9.0,0.0,0.0,0.0,1.0,0.0,42.0,0.0,1.0,-1.0,3.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-02-04 19:01:59.406330,0.0,0.409999996423721,0.0,2025-02-04 05:11:12.873032,11640.0,0.0,5340.0,20220.0,12600.0,1215.79320168495,3.0,,,
335.0,6.0,30.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-02-05 12:35:30.000517,0.0,0.839999973773956,0.0,2025-02-05 04:01:45.591650,2340.0,0.0,3960.0,11580.0,12960.0,1881.53283810616,3.0,421.0,760446104.950229,760420905.59165
336.0,6.0,41.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,-1.0,3.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,2025-02-06 13:34:47.684287,0.0,0.790000021457672,0.0,2025-02-06 03:54:06.193431,6600.0,286.269170045853,6360.0,10680.0,11160.0,1408.92382848263,3.0,,,
338.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2025-02-06 16:14:08.915182,0.0,0.829999983310699,0.0,2025-02-06 15:38:44.288504,0.0,0.0,1140.0,960.0,0.0,0.0,3.0,1.0,,
339.0,6.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2025-02-07 10:58:32.039053,0.0,0.689999997615814,0.0,2025-02-07 07:28:32.483918,3600.0,-7.03334808349609,1800.0,6300.0,900.0,1800.00031709671,3.0,2710.0,,
340.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2025-02-09 00:57:30.614165,0.0,0.850000023841858,0.0,2025-02-09 00:22:19.614165,0.0,0.0,300.0,1500.0,300.0,0.0,3.0,8.0,,
351.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2025-02-09 11:10:51.009834,0.0,0.930000007152557,0.0,2025-02-09 04:23:28.988531,0.0,0.0,5820.0,11400.0,7260.0,0.0,3.0,5.0,,
352.0,6.0,34.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-02-10 15:26:23.793950,0.0,0.910000026226044,0.0,2025-02-10 07:14:12.099042,2580.0,682.355489969254,7320.0,10500.0,9180.0,168.145968914032,3.0,,,
353.0,6.0,38.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-02-11 14:26:27.849181,0.0,0.829999983310699,0.0,2025-02-11 05:11:41.660749,6480.0,686.457769989967,6000.0,10260.0,10560.0,3045.44836425781,3.0,,,
354.0,6.0,38.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2025-02-12 15:10:15.085793,0.0,0.430000007152557,0.0,2025-02-12 05:40:15.875919,10800.0,-7.03334808349609,9900.0,9900.0,3600.0,6300.00057804585,3.0,3168265.0,,
355.0,6.0,24.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-02-13 13:08:29.480683,0.0,0.349999994039536,0.0,2025-02-13 07:40:15.696985,5520.0,508.18542599678,1140.0,7740.0,5280.0,1212.92421102524,3.0,9.0,,
356.0,6.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-02-14 14:12:12.483712,0.0,0.670000016689301,0.0,2025-02-14 07:57:13.191874,2820.0,711.096017837524,5160.0,3480.0,11040.0,2116.57081997395,3.0,984705.0,761235132.483712,761212633.191874
358.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2025-02-14 18:11:05.137406,0.0,0.850000023841858,0.0,2025-02-14 16:48:55.401729,660.0,0.0,1380.0,2280.0,600.0,0.0,3.0,359941.0,,
359.0,6.0,22.0,0.0,0.0,0.0,1.0,0.0,32.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,2025-02-16 13:57:17.657701,0.0,0.730000019073486,0.0,2025-02-16 05:08:43.172951,6660.0,0.0,3840.0,14220.0,7020.0,519.360405802727,3.0,565.0,,
361.0,6.0,47.0,0.0,0.0,0.0,1.0,0.0,22.0,0.0,0.0,-1.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,3.0,0.0,2025-02-17 16:49:41.734309,0.0,0.540000021457672,0.0,2025-02-17 04:08:01.024809,26040.0,20981.7343089581,3660.0,8280.0,7740.0,0.0,3.0,,761503781.734309,761464854.240406
363.0,6.0,38.0,0.0,0.0,0.0,1.0,0.0,32.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,3.0,0.0,2025-02-18 12:39:52.453142,0.0,0.430000007152557,0.0,2025-02-18 03:54:32.226864,15300.0,591.14454305172,1800.0,8040.0,6360.0,13863.2105807066,3.0,,,
